Key,press_time,release_time,platform_ids,session_id,user_ids
'm',1.719719068586842e+18,73488896,3,2,40
'e',1.719719068710108e+18,63166208,3,2,40
'n',1.719719068839499e+18,60182016,3,2,40
't',1.719719069106702e+18,62683904,3,2,40
's',1.719719069179968e+18,109223936,3,2,40
Key.space,1.719719069389052e+18,86673152,3,2,40
'o',1.719719072436328e+18,56486144,3,2,40
'n',1.719719072629516e+18,63714048,3,2,40
Key.space,1.719719072798329e+18,76263936,3,2,40
'a',1.719719073229039e+18,102287872,3,2,40
Key.space,1.719719073416924e+18,68380160,3,2,40
'o',1.719719073714668e+18,61105920,3,2,40
Key.backspace,1.719719074505547e+18,61854976,3,2,40
'p',1.719719074972552e+18,60446976,3,2,40
'l',1.719719075416194e+18,78126848,3,2,40
'a',1.719719075565716e+18,127400960,3,2,40
't',1.719719075796492e+18,75856896,3,2,40
'f',1.719719076231203e+18,77197824,3,2,40
'o',1.719719076418323e+18,75975168,3,2,40
'r',1.719719076558167e+18,83769856,3,2,40
'm',1.71971907676442e+18,63021824,3,2,40
Key.space,1.719719076950303e+18,72494080,3,2,40
'w',1.719719077184992e+18,86548992,3,2,40
'i',1.719719077350791e+18,94008064,3,2,40
't',1.719719077593774e+18,69761024,3,2,40
'h',1.719719077775739e+18,67182080,3,2,40
Key.space,1.719719077962906e+18,87787776,3,2,40
's',1.719719078084267e+18,108805120,3,2,40
'u',1.719719078261342e+18,69543168,3,2,40
'c',1.719719078429748e+18,110472960,3,2,40
'h',1.719719078625835e+18,79852032,3,2,40
Key.space,1.719719078803094e+18,69231104,3,2,40
'm',1.719719079047519e+18,70126080,3,2,40
'a',1.719719079159095e+18,100421888,3,2,40
's',1.719719079388433e+18,83305216,3,2,40
's',1.719719079554878e+18,79278080,3,2,40
'i',1.719719079686191e+18,63542784,3,2,40
'v',1.719719079881645e+18,85008896,3,2,40
'e',1.719719079994697e+18,75360000,3,2,40
Key.space,1.719719080146239e+18,75482112,3,2,40
'a',1.719719080369702e+18,123010048,3,2,40
'u',1.719719080695847e+18,80338176,3,2,40
'd',1.719719080976734e+18,71384064,3,2,40
'i',1.719719081221385e+18,71964160,3,2,40
'a',1.71971908138299e+18,130688000,3,2,40
'n',1.719719081593377e+18,73607936,3,2,40
'c',1.719719081729298e+18,111497984,3,2,40
'e',1.71971908195028e+18,105860096,3,2,40
'.',1.719719082263199e+18,70705920,3,2,40
Key.space,1.719719082489531e+18,76062208,3,2,40
Key.space,1.719719098700925e+18,89277952,3,2,40
Key.caps_lock,1.719719098945123e+18,14693888,3,2,40
'S',1.719719099017962e+18,105711104,3,2,40
Key.caps_lock,1.719719099194514e+18,462080,3,2,40
'o',1.71971909936649e+18,82074880,3,2,40
"','",1.719719099719861e+18,81573120,3,2,40
Key.space,1.719719099881271e+18,111016960,3,2,40
'i',1.719719100178121e+18,103951104,3,2,40
't',1.719719100316755e+18,109223936,3,2,40
Key.space,1.719719100476113e+18,73065984,3,2,40
'm',1.719719100938416e+18,94397952,3,2,40
'a',1.719719101048734e+18,118162944,3,2,40
'k',1.719719101270494e+18,91028992,3,2,40
'e',1.719719101389316e+18,91942912,3,2,40
's',1.719719101603513e+18,99191040,3,2,40
Key.space,1.719719101803413e+18,80548096,3,2,40
's',1.71971910197703e+18,103233024,3,2,40
'e',1.719719102207323e+18,96642048,3,2,40
'n',1.719719102419008e+18,71040000,3,2,40
'c',1.719719102602275e+18,113137920,3,2,40
'e',1.719719103298473e+18,89138944,3,2,40
Key.space,1.719719103502882e+18,82473984,3,2,40
'f',1.719719104651763e+18,72061184,3,2,40
'o',1.7197191048111e+18,76923136,3,2,40
'r',1.719719104960948e+18,80239104,3,2,40
Key.space,1.719719105090595e+18,68002048,3,2,40
'w',1.719719105952194e+18,84069888,3,2,40
'j',1.719719106106299e+18,25433088,3,2,40
Key.backspace,1.719719106785422e+18,67687936,3,2,40
'h',1.719719107360183e+18,62870016,3,2,40
'y',1.719719107538179e+18,71917824,3,1,40
Key.space,1.719719107718365e+18,88026112,3,2,40
'w',1.719719107908239e+18,76376832,3,2,40
'i',1.719719108117123e+18,67237888,3,2,40
'l',1.719719108356742e+18,71102208,3,2,40
'l',1.719719108507007e+18,71270144,3,2,40
Key.space,1.719719109214569e+18,78546944,3,2,40
'r',1.719719109734188e+18,111557888,3,2,40
'e',1.719719109922551e+18,100114944,3,2,40
'a',1.71971911021624e+18,116040960,3,2,40
'c',1.719719110525361e+18,108326144,3,2,40
'h',1.719719110746512e+18,65674240,3,2,40
'e',1.719719110894283e+18,51632896,3,2,40
Key.backspace,1.719719111488209e+18,64325120,3,2,40
't',1.719719112080261e+18,68153856,3,2,40
'e',1.719719112204552e+18,132996096,3,2,40
'd',1.719719112357977e+18,148122880,3,2,40
Key.space,1.71971911251384e+18,79958784,3,2,40
't',1.719719112807914e+18,65837056,3,2,40
'h',1.719719112974252e+18,84588032,3,2,40
'e',1.719719113068024e+18,85992960,3,2,40
Key.space,1.719719113189787e+18,82440192,3,2,40
'w',1.719719113687698e+18,85777152,3,2,40
'a',1.719719114080922e+18,114895872,3,2,40
'y',1.719719114274013e+18,71507968,3,1,40
Key.space,1.719719114463875e+18,92338944,3,2,40
'h',1.719719114684044e+18,68584960,3,2,40
'e',1.719719114777321e+18,83409152,3,2,40
Key.space,1.719719114910787e+18,72111872,3,2,40
'd',1.719719115149027e+18,113137920,3,2,40
'i',1.719719115401196e+18,61209088,3,2,40
'd',1.719719115482728e+18,57690112,3,2,40
'.',1.719719115953752e+18,72204032,3,2,40
Key.shift_r,1.719719116317609e+18,222601984,3,2,40
Key.enter,1.719719116465471e+18,108096000,3,2,40
Key.caps_lock,1.719719116717925e+18,304896,3,2,40
'X',1.719719117055319e+18,74054912,3,1,40
'X',1.719719117232073e+18,67980032,3,1,40
'X',1.719719117398182e+18,76724992,3,1,40
'X',1.719719118028734e+18,93801984,3,1,40
'X',1.71971911821178e+18,69043968,3,1,40
'Y',1.719719118952472e+18,65880832,3,1,40
'Y',1.719719119114431e+18,71564032,3,1,40
'Y',1.719719119262533e+18,75814912,3,1,40
'Y',1.719719119395708e+18,68791040,3,1,40
'Y',1.719719120025364e+18,56454144,3,1,40
'I',1.71971913076436e+18,44439040,3,3,40
Key.caps_lock,1.71971913089018e+18,11318784,3,3,40
Key.space,1.719719131037044e+18,59329024,3,3,40
'd',1.719719131172024e+18,88460032,3,3,40
'o',1.719719131361323e+18,65344000,3,3,40
Key.space,1.719719131541964e+18,81999872,3,3,40
'a',1.719719132008345e+18,93185792,3,3,40
'g',1.719719132250322e+18,66081024,3,3,40
'r',1.719719132507069e+18,87432960,3,3,40
'e',1.719719132713998e+18,87896832,3,3,40
'e',1.719719132901903e+18,75768832,3,3,40
Key.space,1.719719133196887e+18,71887872,3,3,40
'w',1.719719133458683e+18,167296000,3,3,40
'e',1.719719133641044e+18,119300096,3,3,40
Key.space,1.719719133783847e+18,61285120,3,3,40
'n',1.719719133983592e+18,75555072,3,3,40
'e',1.719719134126905e+18,99169024,3,3,40
'e',1.719719134688625e+18,96760064,3,3,40
'd',1.719719134929406e+18,105521152,3,3,40
Key.space,1.71971913513706e+18,83820800,3,3,40
't',1.719719135333843e+18,71734016,3,3,40
'o',1.719719135495947e+18,90960896,3,3,40
Key.space,1.719719135702522e+18,82919936,3,3,40
'p',1.71971913713079e+18,90891008,3,3,40
'u',1.71971913729085e+18,103857920,3,3,40
't',1.719719137488392e+18,101942016,3,3,40
Key.space,1.719719137669457e+18,67602176,3,3,40
'a',1.719719137838587e+18,132331008,3,3,40
'n',1.719719137982924e+18,105463040,3,3,40
Key.space,1.719719138164003e+18,63799808,3,3,40
'e',1.719719138314716e+18,82412032,3,3,40
'n',1.719719138499981e+18,88073984,3,3,40
'd',1.719719138649844e+18,120398080,3,3,40
Key.space,1.719719138868417e+18,73080064,3,3,40
't',1.719719139056152e+18,91672832,3,3,40
'o',1.719719139211399e+18,88731136,3,3,40
Key.space,1.719719139405311e+18,94790144,3,3,40
't',1.719719139488319e+18,82747136,3,3,40
'h',1.719719139635695e+18,79678976,3,3,40
'e',1.719719139785507e+18,101853952,3,3,40
Key.space,1.719719139979421e+18,73873152,3,3,40
'w',1.719719140573897e+18,91857920,3,3,40
'a',1.719719140779791e+18,121698816,3,3,40
'r',1.719719141051012e+18,84380928,3,3,40
'.',1.71971914135576e+18,94639872,3,3,40
Key.space,1.719719141553781e+18,82940928,3,3,40
Key.caps_lock,1.719719142106967e+18,1254912,3,3,40
'B',1.719719142424388e+18,33052928,3,3,40
Key.caps_lock,1.719719142557236e+18,2769152,3,3,40
'u',1.719719142660146e+18,81756160,3,3,40
't',1.719719142887526e+18,74403072,3,3,40
Key.space,1.719719143103011e+18,99950848,3,3,40
'n',1.719719144141773e+18,69398016,3,3,40
'o',1.719719144344143e+18,82939904,3,3,40
't',1.719719144473818e+18,99228928,3,3,40
Key.space,1.719719144640865e+18,67648000,3,3,40
's',1.719719145183433e+18,100463104,3,3,40
'u',1.719719145397867e+18,71799040,3,3,40
'r',1.719719145546483e+18,146402048,3,3,40
'e',1.719719145720152e+18,83938048,3,3,40
Key.space,1.719719145833345e+18,57581056,3,3,40
'i',1.719719146039317e+18,67959040,3,3,40
'f',1.719719146167078e+18,98000128,3,3,40
Key.space,1.719719146354438e+18,57763072,3,3,40
'p',1.719719146658992e+18,73958912,3,3,40
'a',1.719719146773317e+18,108894976,3,3,40
's',1.719719146978291e+18,100107008,3,3,40
's',1.719719147155193e+18,83382016,3,3,40
'i',1.719719147275098e+18,85131776,3,3,40
'n',1.719719147431158e+18,95588864,3,3,40
'g',1.719719147552443e+18,106918144,3,3,40
Key.space,1.719719147687648e+18,68432128,3,3,40
's',1.71971914852293e+18,102786048,3,3,40
'u',1.719719148691793e+18,71986176,3,3,40
'c',1.719719148817819e+18,102238208,3,3,40
'h',1.719719149049848e+18,62665984,3,3,40
Key.space,1.719719149230102e+18,68175104,3,3,40
's',1.71971915123077e+18,122382080,3,3,40
't',1.719719151437707e+18,78789888,3,3,40
'r',1.719719151617122e+18,72702976,3,3,40
'o',1.719719151813665e+18,88112896,3,3,40
'n',1.719719152005122e+18,77837056,3,3,40
'g',1.719719152099144e+18,76465152,3,3,40
Key.space,1.71971915224971e+18,81121024,3,3,40
'c',1.719719153170391e+18,115772928,3,3,40
'o',1.719719153380165e+18,77075968,3,3,40
'm',1.719719153577002e+18,67206144,3,3,40
'm',1.719719153718675e+18,86535936,3,3,40
'e',1.71971915380553e+18,103845888,3,3,40
'n',1.719719153945981e+18,33278976,3,3,40
't',1.719719154177647e+18,71809024,3,3,40
's',1.719719154297125e+18,111256832,3,3,40
Key.space,1.719719154490924e+18,87567872,3,3,40
'a',1.719719155337026e+18,88509952,3,3,40
'b',1.719719155515635e+18,85231104,3,3,40
'o',1.719719155736603e+18,144069120,3,3,40
'u',1.719719155920338e+18,99219968,3,3,40
't',1.719719156058807e+18,76472064,3,3,40
Key.space,1.719719156192206e+18,89745920,3,3,40
't',1.719719156317928e+18,102275072,3,3,40
'h',1.71971915645628e+18,73351936,3,3,40
'e',1.719719156627604e+18,81723136,3,3,40
Key.space,1.719719156801172e+18,68915968,3,3,40
'o',1.719719158140037e+18,76290816,3,3,40
't',1.71971915826017e+18,99635968,3,3,40
'h',1.719719158451272e+18,73113088,3,3,40
'e',1.719719158593505e+18,210950912,3,3,40
'r',1.719719158827753e+18,88721152,3,3,40
Key.space,1.719719158975735e+18,72348928,3,3,40
'p',1.719719159238577e+18,76307200,3,3,40
'r',1.719719159380598e+18,96329984,3,3,40
'e',1.719719159574086e+18,95411200,3,3,40
's',1.71971915987554e+18,111709952,3,3,40
'i',1.719719160131828e+18,87953152,3,3,40
'd',1.719719160400312e+18,136393984,3,3,40
'e',1.719719160637155e+18,115056896,3,3,40
'n',1.719719160775748e+18,86019840,3,3,40
't',1.719719161086503e+18,95036160,3,3,40
Key.space,1.719719161278223e+18,88009984,3,3,40
'i',1.719719161528396e+18,89337088,3,3,40
's',1.719719161696352e+18,102216960,3,3,40
Key.space,1.71971916182394e+18,70040832,3,3,40
'r',1.719719162473491e+18,91033088,3,3,40
'i',1.719719162637688e+18,99277056,3,3,40
'g',1.71971916284804e+18,78043136,3,3,40
'h',1.719719163020318e+18,79250176,3,3,40
't',1.719719163085385e+18,79485952,3,3,40
'.',1.719719163424387e+18,79567872,3,3,40
Key.space,1.719719163622158e+18,80706816,3,3,40
Key.caps_lock,1.71971916455764e+18,256000,3,3,40
'B',1.719719165146244e+18,68943872,3,3,40
Key.caps_lock,1.719719165286879e+18,1575936,3,3,40
'e',1.719719165539996e+18,126510080,3,3,40
'f',1.719719165930809e+18,88673792,3,3,40
'o',1.719719166170105e+18,74381824,3,3,40
'r',1.719719166306814e+18,100012032,3,3,40
'e',1.719719166456102e+18,100996096,3,3,40
Key.space,1.719719166567249e+18,66178048,3,3,40
'f',1.719719166734101e+18,93619968,3,3,40
'i',1.719719166921983e+18,69172992,3,3,40
'n',1.719719167112919e+18,69346048,3,3,40
'a',1.71971916730543e+18,67023872,3,3,40
'n',1.719719167425346e+18,55527936,3,3,40
'c',1.719719167585788e+18,107299072,3,3,40
'u',1.71971916778199e+18,35255040,3,3,40
'i',1.719719167765517e+18,70913024,3,3,40
'a',1.71971916794202e+18,104313856,3,3,40
'l',1.719719168118268e+18,65209088,3,3,40
'l',1.719719168265619e+18,70626048,3,3,40
'y',1.719719168731356e+18,71433984,3,1,40
Key.space,1.719719168905286e+18,85128192,3,3,40
's',1.719719170199802e+18,99986944,3,3,40
'u',1.719719170363737e+18,67163904,3,3,40
'p',1.719719170616183e+18,92278016,3,3,40
'p',1.719719170753498e+18,79238912,3,3,40
'o',1.719719170822046e+18,75721984,3,3,40
'r',1.719719170967471e+18,98539776,3,3,40
't',1.719719171249677e+18,69072896,3,3,40
'i',1.719719171505134e+18,82980864,3,3,40
'n',1.719719171674288e+18,86568960,3,3,40
'g',1.719719171792861e+18,71904000,3,3,40
Key.space,1.719719171899351e+18,76782080,3,3,40
't',1.7197191720299e+18,81420032,3,3,40
'h',1.719719172800548e+18,53837824,3,3,40
Key.backspace,1.719719173289481e+18,60137984,3,3,40
Key.backspace,1.719719173439939e+18,84596992,3,3,40
Key.caps_lock,1.719719173808671e+18,496128,3,3,40
'U',1.719719174044716e+18,70042880,3,3,40
'K',1.71971917461176e+18,97624832,3,3,40
Key.caps_lock,1.719719174825411e+18,267008,3,3,40
Key.backspace,1.719719175292819e+18,68766976,3,3,40
'k',1.71971917579684e+18,66886144,3,3,40
'r',1.719719176429988e+18,70348800,3,3,40
'a',1.719719176525467e+18,101536000,3,3,40
'i',1.719719176777419e+18,84249088,3,3,40
'n',1.719719176983425e+18,72883968,3,3,40
'e',1.719719177038304e+18,72384000,3,3,40
Key.space,1.719719177698971e+18,61460224,3,3,40
't',1.719719182391657e+18,72547072,3,3,40
'h',1.719719182563179e+18,64320000,3,3,40
'e',1.719719182597711e+18,107038976,3,3,40
Key.space,1.719719182745315e+18,62896896,3,3,40
'n',1.719719183146899e+18,76381952,3,3,40
'a',1.719719183270275e+18,92038912,3,3,40
't',1.719719183447896e+18,70991872,3,3,40
'i',1.719719183739338e+18,78121984,3,3,40
'o',1.719719183891749e+18,79895808,3,3,40
'n',1.719719184069518e+18,80165888,3,3,40
's',1.719719184994387e+18,108538112,3,3,40
Key.space,1.719719185150521e+18,76321792,3,3,40
's',1.719719185626371e+18,94438912,3,3,40
'u',1.719719185874891e+18,72215040,3,3,40
Key.backspace,1.719719186984785e+18,67618048,3,3,40
'h',1.719719187549272e+18,67665920,3,3,40
'o',1.719719187769204e+18,125464064,3,3,40
'u',1.719719187951644e+18,128570112,3,3,40
'l',1.719719188163497e+18,91322112,3,3,40
'd',1.71971918833982e+18,138903040,3,3,40
Key.space,1.719719188560252e+18,30852096,3,3,40
'a',1.719719188684029e+18,128461056,3,3,40
'l',1.719719188871979e+18,83483904,3,3,40
's',1.719719189009612e+18,102542080,3,3,40
'o',1.719719189212176e+18,76179200,3,3,40
Key.space,1.719719189426336e+18,99077888,3,3,40
'c',1.719719189576946e+18,105527040,3,3,40
'o',1.719719189778693e+18,70629888,3,3,40
'n',1.719719190254742e+18,112116992,3,3,40
's',1.719719190713525e+18,120303104,3,3,40
'i',1.719719190901849e+18,83716864,3,3,40
'd',1.719719191064552e+18,175365120,3,3,40
'e',1.71971919128367e+18,208751872,3,3,40
'r',1.719719191433215e+18,125633024,3,3,40
Key.space,1.719719191619543e+18,81798912,3,3,40
'i',1.719719193268716e+18,76677888,3,3,40
'f',1.719719193416003e+18,94750976,3,3,40
Key.space,1.719719193559733e+18,58003968,3,3,40
't',1.719719193839257e+18,80850944,3,3,40
'h',1.719719194027389e+18,68220160,3,3,40
'a',1.719719194154798e+18,124241920,3,3,40
't',1.719719194305979e+18,64629248,3,3,40
Key.space,1.719719194495613e+18,91187968,3,3,40
'i',1.719719196696173e+18,94605056,3,3,40
's',1.71971919683848e+18,146039040,3,3,40
Key.space,1.719719196994783e+18,69477120,3,3,40
't',1.71971919725249e+18,78096896,3,3,40
'h',1.719719197429759e+18,111163904,3,3,40
'e',1.719719197506067e+18,106469120,3,3,40
Key.space,1.719719197706911e+18,69712128,3,3,40
'b',1.719719198809429e+18,78234112,3,3,40
'e',1.719719198907811e+18,84307968,3,3,40
's',1.719719199117677e+18,110471936,3,3,40
't',1.719719199323362e+18,82012928,3,3,40
Key.space,1.719719199509609e+18,92977920,3,3,40
'd',1.719719199669107e+18,149374976,3,3,40
'e',1.719719199806147e+18,104878848,3,3,40
'c',1.719719200047302e+18,92474112,3,3,40
'i',1.719719200194447e+18,76067840,3,3,40
's',1.719719201567858e+18,99641088,3,3,40
'i',1.719719201824016e+18,52390144,3,3,40
'o',1.719719201970362e+18,80992000,3,3,40
'n',1.719719202144761e+18,87712000,3,3,40
Key.space,1.719719202322963e+18,88038144,3,3,40
'f',1.719719202618036e+18,95900928,3,3,40
'o',1.719719202767543e+18,72640000,3,3,40
'r',1.719719202904964e+18,76982016,3,3,40
Key.space,1.719719203035166e+18,98914048,3,3,40
't',1.719719203361332e+18,76851968,3,3,40
'h',1.719719203544175e+18,71460864,3,3,40
'e',1.719719203659869e+18,165476096,3,3,40
'i',1.719719204005901e+18,74434816,3,3,40
'r',1.719719204146853e+18,45039872,3,3,40
Key.space,1.719719204294637e+18,76105984,3,3,40
'o',1.719719205392229e+18,63592960,3,3,40
'w',1.719719205539885e+18,112120064,3,3,40
'n',1.719719205733586e+18,68941056,3,3,40
Key.space,1.719719205912347e+18,71689216,3,3,40
'c',1.71971920664308e+18,100359936,3,3,40
'i',1.719719206832708e+18,73412864,3,3,40
't',1.719719206990805e+18,94792960,3,3,40
'i',1.719719207190128e+18,62810880,3,3,40
'z',1.719719208031042e+18,92089856,3,3,40
'e',1.719719208311943e+18,115003136,3,3,40
'n',1.719719208522432e+18,93875968,3,3,40
's',1.719719208669028e+18,98213888,3,3,40
Key.space,1.719719208841153e+18,84028928,3,3,40
'a',1.719719209084331e+18,134277120,3,3,40
'n',1.719719209254582e+18,79833856,3,3,40
'd',1.719719209404257e+18,95976960,3,3,40
Key.space,1.719719209549573e+18,76102912,3,3,40
'w',1.719719209758872e+18,77769984,3,3,40
Key.backspace,1.719719210249633e+18,97972992,3,3,40
'h',1.719719210603113e+18,70179072,3,3,40
'o',1.719719210794915e+18,87898880,3,3,40
'w',1.71971921100751e+18,94654976,3,3,40
Key.space,1.719719211211148e+18,81400064,3,3,40
'w',1.719719211671105e+18,77115904,3,3,40
'i',1.719719211855847e+18,72747008,3,3,40
'l',1.7197192120491e+18,88102912,3,3,40
'l',1.719719212212263e+18,83420160,3,3,40
Key.space,1.719719212418115e+18,80229888,3,3,40
't',1.719719213189154e+18,85093888,3,3,40
'h',1.719719213359963e+18,89291008,3,3,40
'e',1.719719213423433e+18,115521024,3,3,40
'y',1.719719213607505e+18,82020096,3,1,40
Key.space,1.719719213796044e+18,83560960,3,3,40
'b',1.719719214014842e+18,72698880,3,3,40
'e',1.719719214111491e+18,80240896,3,3,40
Key.space,1.719719214250619e+18,67854080,3,3,40
'a',1.7197192145196e+18,129865984,3,3,40
'f',1.719719214890154e+18,69629952,3,3,40
'f',1.719719215045595e+18,77835008,3,3,40
'e',1.719719215368766e+18,92015104,3,3,40
'c',1.719719215605727e+18,153620992,3,3,40
't',1.719719215795264e+18,58992128,3,3,40
'e',1.719719215902904e+18,120278016,3,3,40
'd',1.719719216077654e+18,115175936,3,3,40
'.',1.71971921670054e+18,50472192,3,3,40
Key.shift_r,1.71971921705241e+18,356717824,3,3,40
Key.enter,1.719719217283262e+18,126884096,3,3,40
Key.caps_lock,1.719719218016779e+18,38682112,3,3,40
'X',1.719719218521001e+18,47825920,3,1,40
'X',1.719719218720436e+18,23266048,3,1,40
'X',1.719719218828713e+18,88182016,3,1,40
'X',1.719719219310842e+18,57839872,3,1,40
'X',1.719719219679609e+18,76180992,3,1,40
'Y',1.71971922038924e+18,67216896,3,1,40
'Y',1.719719220546159e+18,86062848,3,1,40
'Y',1.719719220716894e+18,73648128,3,1,40
'Y',1.719719221167761e+18,65940224,3,1,40
'Y',1.719719221626828e+18,63655936,3,1,40
Key.backspace,1.719719244383819e+18,115052032,3,4,40
Key.backspace,1.719719244597961e+18,73001984,3,4,40
Key.backspace,1.719719244778035e+18,111704064,3,4,40
Key.backspace,1.71971924496051e+18,77085952,3,4,40
Key.backspace,1.719719245148779e+18,68201984,3,4,40
Key.backspace,1.719719245321719e+18,82104064,3,4,40
Key.backspace,1.719719245502196e+18,80527104,3,4,40
Key.backspace,1.719719245680988e+18,78532096,3,4,40
Key.backspace,1.719719245840396e+18,93961984,3,4,40
Key.backspace,1.719719246030195e+18,80640000,3,4,40
Key.backspace,1.719719246209019e+18,94005248,3,4,40
Key.backspace,1.719719246472511e+18,101099008,3,4,40
'I',1.719719247984897e+18,67378944,3,4,40
'T',1.719719248138993e+18,80089088,3,4,40
Key.space,1.719719248268429e+18,99614976,3,4,40
'I',1.719719248529594e+18,65998848,3,4,40
'S',1.719719248695102e+18,108823040,3,4,40
Key.space,1.719719248929927e+18,58824960,3,4,40
Key.backspace,1.719719249508071e+18,71239168,3,4,40
Key.backspace,1.719719249668449e+18,81036032,3,4,40
Key.backspace,1.719719249836534e+18,113572096,3,4,40
Key.backspace,1.71971925004086e+18,78174208,3,4,40
Key.backspace,1.719719250440905e+18,91965952,3,4,40
Key.backspace,1.719719251175849e+18,71790080,3,4,40
Key.caps_lock,1.719719251888818e+18,390144,3,4,40
Key.backspace,1.719719253545661e+18,122780160,3,4,40
Key.backspace,1.719719253809797e+18,104043008,3,4,40
Key.backspace,1.719719254185887e+18,63344128,3,4,40
't',1.719719254795935e+18,71966976,3,4,40
'e',1.719719255021073e+18,71524096,3,4,40
Key.backspace,1.719719255989295e+18,64229888,3,4,40
'h',1.719719256317935e+18,72160768,3,4,40
'e',1.71971925643399e+18,93540096,3,4,40
Key.space,1.719719256635742e+18,79911936,3,4,40
Key.ctrl,1.724463201380938e+18,2129936896,3,1,41
Key.cmd,1.724463207364923e+18,413001216,3,1,41
Key.ctrl,1.724463209493431e+18,328752896,3,1,41
't',1.724463226443803e+18,59322112,3,1,41
'w',1.724463226812778e+18,99226112,3,1,41
'i',1.72446322701498e+18,67732992,3,1,41
Key.shift,1.724463308159053e+18,216472832,3,1,41
'o',1.724463308493624e+18,99642880,3,1,41
'a',1.724463308713226e+18,132972032,3,1,41
'c',1.724463308997885e+18,115560192,3,1,41
'h',1.724463309189022e+18,123395072,3,1,41
Key.space,1.724463309355311e+18,145117952,3,1,41
'c',1.724463310383484e+18,76691968,3,1,41
'a',1.724463310595068e+18,119030016,3,1,41
'r',1.72446331074299e+18,47603968,3,1,41
't',1.724463310926944e+18,63405056,3,1,41
'e',1.72446331104318e+18,89206016,3,1,41
'r',1.724463311343455e+18,89195008,3,1,41
Key.space,1.724463312305297e+18,139615232,3,1,41
'v',1.724463312841762e+18,85596928,3,1,41
'i',1.724463313018414e+18,62415872,3,1,41
'd',1.724463313199691e+18,91340032,3,1,41
'e',1.724463313441772e+18,115678976,3,1,41
'o',1.724463313497693e+18,100225024,3,1,41
Key.space,1.72446331364645e+18,113195008,3,1,41
'i',1.724463313813516e+18,96781056,3,1,41
's',1.724463313977731e+18,114925056,3,1,41
Key.space,1.724463314052369e+18,88600064,3,1,41
'm',1.724463314275703e+18,56640000,3,1,41
'r',1.724463314620045e+18,103602944,3,1,41
Key.backspace,1.724463315041085e+18,108358144,3,1,41
'o',1.724463315325452e+18,76212992,3,1,41
'r',1.724463315553542e+18,95371008,3,1,41
'e',1.724463315745094e+18,114964992,3,1,41
Key.space,1.724463315842656e+18,121811968,3,1,41
't',1.724463316082745e+18,132975872,3,1,41
'h',1.724463316287084e+18,56601088,3,1,41
'a',1.72446331655004e+18,124120064,3,1,41
'n',1.724463316723684e+18,133264896,3,1,41
Key.space,1.724463316913002e+18,147874048,3,1,41
'j',1.724463317330201e+18,80364800,3,1,41
'u',1.724463317571868e+18,91684096,3,1,41
's',1.724463317710369e+18,124281088,3,1,41
't',1.7244633180574e+18,131522048,3,1,41
Key.space,1.724463318236156e+18,131368192,3,1,41
'a',1.724463318443112e+18,110781184,3,1,41
Key.space,1.724463318597171e+18,140313088,3,1,41
'm',1.724463318889369e+18,103744000,3,1,41
'o',1.724463319171779e+18,88224000,3,1,41
't',1.724463319730111e+18,94324992,3,1,41
'i',1.724463319846342e+18,87176192,3,1,41
'v',1.72446332007607e+18,118952192,3,1,41
'a',1.724463320312993e+18,120050944,3,1,41
't',1.724463320576736e+18,121176064,3,1,41
'i',1.724463320723044e+18,54382848,3,1,41
'o',1.724463320885115e+18,65670144,3,1,41
'n',1.724463321085397e+18,68185088,3,1,41
'a',1.724463321262495e+18,107159040,3,1,41
'l',1.724463321390557e+18,119633152,3,1,41
Key.space,1.724463321559935e+18,138919936,3,1,41
's',1.724463321902751e+18,111067904,3,1,41
'p',1.724463322037277e+18,87782144,3,1,41
'e',1.724463322253159e+18,75011072,3,1,41
'e',1.724463322430348e+18,71236864,3,1,41
'c',1.72446332279179e+18,71874048,3,1,41
'h',1.724463323813738e+18,124292096,3,1,41
'l',1.724463324711356e+18,127168000,3,1,41
Key.backspace,1.724463325310961e+18,97896192,3,1,41
';',1.724463325578765e+18,97261824,3,1,41
Key.space,1.72446332575891e+18,150784000,3,1,41
'i',1.724463325954165e+18,104160000,3,1,41
't',1.724463326358305e+18,132603904,3,1,41
Key.space,1.72446332649262e+18,118191872,3,1,41
'i',1.724463326701369e+18,90873856,3,1,41
's',1.724463326897664e+18,127514112,3,1,41
Key.space,1.724463327027903e+18,124752128,3,1,41
'r',1.72446332765003e+18,95586816,3,1,41
'e',1.7244633278719e+18,87901184,3,1,41
'm',1.72446332813391e+18,75073024,3,1,41
'i',1.724463328371813e+18,75241984,3,1,41
'n',1.724463328604434e+18,62754048,3,1,41
'd',1.72446332878708e+18,104862976,3,1,41
'e',1.72446332900111e+18,120462080,3,1,41
'r',1.724463329254921e+18,121150976,3,1,41
Key.space,1.724463329507608e+18,197656832,3,1,41
'o',1.724463330137794e+18,105946880,3,1,41
'f',1.724463330354991e+18,139058944,3,1,41
Key.space,1.724463330509705e+18,99138048,3,1,41
't',1.724463330675435e+18,113657088,3,1,41
'h',1.724463330787013e+18,86969856,3,1,41
'e',1.72446333098969e+18,100083968,3,1,41
Key.space,1.72446333109746e+18,122487040,3,1,41
's',1.724463331312403e+18,99208960,3,1,41
't',1.72446333158194e+18,120198912,3,1,41
'e',1.724463331827703e+18,86801920,3,1,41
Key.backspace,1.724463332310833e+18,124583168,3,1,41
'r',1.724463332459437e+18,102746880,3,1,41
